,0,1,2
1882,July 2015,circlew,
1883,July 2015,markcincinnati,"Wonder what the % of manual transmissions delivered to customers is (and if there is any historical comparison available, what that might be)?"
1884,July 2015,benjaminh,Jon Ikeda promoted to General Manger of Acura:
1885,July 2015,cdnpinhead,"The alphabet-soup transmissions are probably wonderful, so long as they work and/or are under warranty."
1886,July 2015,circlew,
1887,July 2015,sweendogy,
1888,July 2015,andres3,"I have to disagree.  The new A3 left me feeling it wasn't a ""no corner cut"" Audi.  I liked the lightweight chassis and tossable feel of the handling though.  The old A3 was light enough to be tossable as well and was excellent with the DSG transmission which had great tuning in '06 (maybe not the tuning a Toyota driver looking for a smooth auto would look for).   Also, it was a sport package equipped A3 I had (sport leather seats, aluminum air vent rings, aluminum shift paddles, 10 mm lower ride height, stiffer springs, stiffer dampers; fog lights, spoiler on the roof, awesomely tuned for sporty driving)."
1889,July 2015,markcincinnati,
1890,July 2015,andres3,"There is a VW S3, but it's called the Golf R and has 5 doors.  The dealer that had one in my County didn't have it sitting more than a couple days before it disappeared into some happy buyer's garage.  Most VW dealers have zero.  Maybe the Golf 400 will be more readily available."
1891,July 2015,markcincinnati,
1892,July 2015,thebean,"In Texas, us old folks call tires ""casin's"" (casings)."
1893,July 2015,cdnpinhead,"The ""casin"" is the thing that you retread if it's a truck tire (max of twice), at least in my world.  Retreads on the drive axles only."
1894,July 2015,tlong,"What's with H-rated standard tires. When I bought my A4 in 1998, new, with sport package, it came with Z-rated Pirellis."
1895,July 2015,stickguy,"well, I can live with H, since I rarely get my car up over 130!"
1896,July 2015,markcincinnati,Top speed rating category doesn't give the full picture of the performance capabilities a tire will help your ELLPS or LPS car attain.
1897,July 2015,andres3,"I live in the San Diego Southern California region where snow is extinct and rain is rare.  I am still running stock 245/40R18 (Pirelli P7's Z-rated speed) Summer tires on my OEM wheels and will soon be trying 255/40R18 Extreme Performance Bridgestone RE-71's on my aftermarket 18"" wheels that are a 1/2"" wider than stock (and several pounds lighter).  Not because it is summer season, but because anytime a track event looms on the future horizon, I can just switch out, but I enjoy the extra performance on roads too, and not having to buy tools or spend time swapping them out myself at the track.  I think the stock Pirelli's fall under Max Performance, but they are just OK for the times.  They'll be replaced with Michelin Pilot Super Sports when needed."
1898,July 2015,markcincinnati,"I wish, sometimes, that we had SoCal's weather -- but, since we don't, and I am (or at least I must be) a lazy American when it comes to changing tires for Summer and Winter, I will continue with the best possible UHP A/S's that money can buy (based on the research and comments from folks here and on the TireRack's site.)"
1899,July 2015,sweendogy,Tires (mark brought it up not me)
1900,July 2015,Mr_Shiftright,we're waiting for the other shoe to drop......AND.....?
1901,July 2015,roadburner,"Dedicated summer and winter tire/wheel sets are definitely the optimum setup. That's what I run on the Club Sport, 328i, and MS3. The TJ and X3 run all seasons year round, but note that the Jeep's A/S tires also have the Severe Snow(winter) rating."
1902,July 2015,markcincinnati,"Roadburner:  Perhaps a bit of a word game, on my part, but I would say dedicated summer and winter tires are the MAXIMUM setup not the optimum.  UHP A/S are optimal, just not the maximum you can achieve."
1903,July 2015,sweendogy,
1904,July 2015,Mr_Shiftright,"I'm a big fan of dedicated snow tires, too.  If you pitted a RWD or FWD car with dedicated snows against an AWD car with all seasons, it'd be pretty close. The AWD would probably be better on gaining traction for acceleration, but in steering, braking and handling I think the 2WD would beat it every time."
1905,July 2015,markcincinnati,If you live where there is routinely
1906,July 2015,zandor,"I prefer two sets of tires and wheels even on AWD cars.  AWD + winter tires = awesome.  The other reason I like 2 sets is I like summer tires.  If I get summer tires I need something else for winter, so I might as well do it right and get winter tires.  Around here (Chicago) the snow isn't usually too bad, so I prefer performance winter tires unless it's a RWD car.  They're much better on roads that aren't covered in snow than something like a T-rated snow and ice tire."
1907,July 2015,laurasdada,"As a life-long New Englander and skier of the beautiful Green and White mountains, beyond choice in drive wheels and/or tires, I find a major factor in handling driving in the snow is the fact that many drivers are just not that bright."
1908,July 2015,sweendogy,Love the tire talk and good to hear others are going the 2 set/season route - the cars we drive today have a boatload of safety tech built in but have added weight and power which can cripple you in a tough situation.
1909,July 2015,dino001,"This is not directly related to ELLPS, but many people here expressed their admiration, or at least interest in diesel-powered cars.  I just read an article that essentially vindicates my diesel position.  European Union is changing its stance on diesel emissions.  Up to now, they were giving diesels essentially free pass, or forbearance on tested emission levels.  Their current testing procedures measure unrealistically low levels emission (it is by setup) and those levels are used in certification process.  Moreover, those unrealistic values look better than gasoline engines.  This is similar to old EPA highway gas mileage, when those high numbers were obtained by running cars on a sunny day, with no wind, super even speed in an oval track, with a skinny driver behind the wheel, everything taken from the trunk, tire pressure set up at above normal levels, etc.  Moreover, the carbon emission fetish (which was huge in Europe way before our administration caught the bug)  lead to additional forbearance on nitrogen oxide, which is much more toxic to humans in immediate effect. Carbon is supposedly bad for the planet, so we have to prevent ourselves from being drowned in oceans, or suffering other horrible ""Inconvenient Truth"" death scenario due to temperatures raising by 2 degrees, but nitrogen oxide killing us before then was apparently OK.  This whole setup was to made diesels look much better than they really were, and as such they were taxed at lower levels. All politics."
1910,July 2015,flightnurse,"Dino, you can take your stand and use it any car. Do we really need a 120K MB S600? Doesn't a 60K Lexus LS460 give the same ride and comfort? Just because you don't see a need for a diesel power Jetta doesn't mean others do not. Currently here in phoenix diesel fuel is roughly .30 cents less then regular unleaded"
1911,July 2015,dino001,"That's true, to each their own.  My point is that many that say they want to see more diesels, because Europeans have them, so it must be so great,  but it turns out those Europeans were convinced and coerced by their governments using tax incentives, penalties, and other means as diesels were supposed to be so great for the environment.  Turns out, it was a giant con, based on phoney metrics, made to fit a story.  The tide turned, it will take some years to change, but it seems diesels ain't so great when things are made equal.  Once the goverments remove those preferences and even the field, you'll see European market move back toward having much more gasoline-leaning market, where diesels will have their place, but the siliness of pusing them into every model will likely stop.  It will never be as barren as here, but it likely resemble what was there twenty years ago or so, when those new diesel everywhere hoopla started."
1912,July 2015,sweendogy,
1913,July 2015,roadburner,"I found a couple of CPO E92 335i manuals while car hunting- both had xDrive, unfortunately."
1914,July 2015,Mr_Shiftright,It's just weight + complexity. What's not to like?
1915,July 2015,markcincinnati,
1916,July 2015,roadburner,"Plus, you don't even get a sport suspension. Most FXX cars at least offer the option of an adaptive suspension with xDrive. Without it the cars have a floaty ride and even more understeer."
1917,June 2015,billyperks4,<at transition.
1918,June 2015,graphicguy,"Cool...thanks!  Appreciate the offer, but I've already got my BMW ""guy"" locally."
1919,June 2015,roadburner,
1920,June 2015,flightnurse,"So to say that you are a little bias towards BMW, but to set the record straight, BMW does not import the 335d any longer, the 328d was it's replacement. If you want a wagon, it's either 328i or 328d."
1921,June 2015,circlew,"Maybe.  Gas mileage so far 21 mixed driving.  Sounds real nice on the down shifts. NVH is better than than previous iteration, IMHO."
1922,June 2015,jpp5862,"We have a Q50 Hybrid with 34k on the clock.  It's a great car, but the best description I've heard is ""Infiniti couldn't decide if they wanted to build a luxury car or a sports car, and they ended up with neither"""
1923,June 2015,circlew,I'd agree completely. Not a track day car but neither was the '06 330XI bimmer!
1924,June 2015,dino001,"There is no 335d for F30 model in the US market.  It was only E90 and IMHO that model was completely pointless (want a fast car, get 335)."
1925,June 2015,roadburner,"I should have known the 335d was gone, but after 32 years of BMW ownership and CCA participation my interest in the marque has decreased significantly; a couple of weeks ago I found last month's"
1926,June 2015,robr2,"Is that the case?  I went to the UK site to see and they offer in the diesel 316, 318, 320, 325, 330, 335.  No where could I find the actual engine size.  Does BMW actually make 6 different diesels in those sizes?"
1927,June 2015,dino001,"To confirm it, you need to look up the UK specs of their 320d and see that the torque and hp numbers are exact match for 328d US version (I did it for German version)."
1928,June 2015,flightnurse,"The 335d was a test car for BMW, it was infact their first diesel car in the use in over 30 yrs, E38 524td, was a good car for the time, but was pricey. So fast forward to the E90 335d, was a rocket, 255hp and 413lbs of torque, it's basically the same engine in the 535d and X5 3.5d. The 3.5 liter was too big of engine for the E90, and I think the 2 liter is too small for the F30, BMW has a 2.5 liter 4 cyl oil burner which would give about 20 more HP and about 50 lbs more torque. It would still deliver in the high 40s on the open road. That would take care of the power problem."
1929,June 2015,flightnurse,"I'll back Dino, our 328d is the euro 320d, same engine.. If they all use the same 2 liter, then it is all about tune.. Just like the our 320 and 328i."
1930,June 2015,dino001,"That's right.  However, there is a real difference between 320i and 328i in output, regardless of the engine size.  Moreover, 320i/328i sold here are the same cars sold Europe with only differences due to market certification.  However, US-market 328d was a pure badge gimmick.  Europeans have always known diesels are more expensive to make, hence they have to be substantially more expensive to buy.  Americans don't fully understand reasons for such a price premium in diesel-powered cars, so something ""badged"" as lower end  (320d) would not sell at price that's even higher than mid-level 328i. Hence, 328d, not 320d as everywhere else in the world."
1931,June 2015,robr2,"True but BMW has been playing the current badge = what the old engine performance used to do.  So the 335 has a 2.8 but it performs like the old 3.5.  It's definitely about ""prestige."""
1932,June 2015,dino001,"335 has 3.0, not 2.8, but the point is the same.  Now it will become 340.  Same size (3.0), more ponies so now (according to them) it is now like old 4.0 V8.  To a degree, it's true, but c'mon.  Now Benz is doing the same with their models.  C300 has 2.0 I4, C400 has a 3.5 V6, etc."
1933,June 2015,robr2,"C'mon is correct - especially for us OCD guys.  I feel the need to get a bunch of plastichrome numbers and ""fix"" all those cars.  Then Zen will be achieved."
1934,June 2015,kyfdx,It's easier to just take the numbers off..
1935,June 2015,markcincinnati,
1936,July 2015,sweendogy,On the s4 for summers I have continentals extream contacts- 19's 255/35 big boys - I can say it's night and day over the 18' winters and with the SD pushing it into a Turn is pure joy.
1937,July 2015,billyperks4,Hey wait a minute- I am having fun too.
1938,July 2015,markcincinnati,"(whispering) Pure Joy.  I can only imagine since I don't have the SD, but my wife and I took out an S5 w/SD recently -- it too had the 19"" wheel/tire package -- and it gave new meaning to the phrase ""corners like a snake in a rat hole."""
1939,July 2015,sweendogy,"Interesting I may try that- I do 40/40 all round - I don't feel the heavy front could be the SD but I would prob have to drive a regular side by side to comp. When I was looking I test drove one w/o SD and found it handle really well- it was set up with summer 19' slicks as well and I loved it, just couldn't match up on price. Mark Thanks for the talk on tires - when I swapped mine I was told this is the last summer on current set. Winters on the other hand have another couple of seasons- let's hope we (up east) don't have a similar winter or it will be less. This car really is a all purpose beast - in the snow with proper shoes (marks term) it's a billy goat- in the summer with slicks and in beast mode it's a rocket that can handle turns- not bad for a stealth kid hauler."
1940,July 2015,roadburner,"I run summer tires on my Club Sport and Mazdaspeed; I have a set of UHP all seasons that I use as winter rubber for the MS3, but the Club Sport just remains in the heated garage when the ambient temperature drops much below 30F."
1941,July 2015,sweendogy,Heated garage wow is that's treating the cars right
1942,July 2015,roadburner,"We have a walk-out basement, so there was room for a two-car garage as well."
1943,July 2015,benjaminh,Junes sales for entry level midsize lux-performance sedans:
1944,July 2015,benjaminh,June sales for smaller lux-performance:
1945,July 2015,markcincinnati,
1946,July 2015,andres3,"Wow, Audi is really kicking butt with the A3.  Interesting how I found my '06 A3 superior in many ways to the current model, though Americans prefer their sedans to ""sportbacks"" as Audi put it.  The sales numbers show that."
1947,June 2015,graphicguy,tlong...makes sense.
1948,June 2015,andres3,"The S4 is available with a 6-speed manual transmission complete with all 3 pedals on the floor!   It also amazingly makes the car quite cheap, at under $50K even with extra pricey paint before negotiation.  If you have to have all the gadgets and doodads then add $8K."
1949,June 2015,andres3,"I agree with your assessment.  In fact, I think the TL from 10 years ago is superior in some ways to the new TLX.   Although, to be fair, the TLX is available with a V6 too, though they seem to be rare and overpriced."
1950,June 2015,circlew,"I can report the Q50 V-6 is one of the best engines I've experienced, even nicer than the I-6 in the 330XI that I leased back in'06.  Granted, the supension, road feel and the intuitive qualities of the beemer still linger but the Q ia a very nice ride!"
1951,June 2015,roadburner,"""Beemer/"" You can't get a six in any configuration from BMW Motorrad..."
1952,June 2015,billyperks4,Why are sales so dismal?
1953,June 2015,graphicguy,"tlong....one thing you might want to do is drive the TLX. If refinement is at the top of your list, you might be pleasantly surprised by a test drive....especially the V6 SH AWD version."
1954,June 2015,breld,
1955,June 2015,billyperks4,Ok- you went from a RWD inline six to FWD 4CYCL-and you are pleased- explain.
1956,June 2015,benjaminh,"One thing you've probably already thought of is that few brands beyond Acura are likely to give you the 10 or so years of very reliable service that you've had with your TL. If you'd gotten a MB, Audi, or BMW back in 2005, by now it's likely you would have run into some expensive stuff. And I'm not sure it's fair to compare the price of your TL ten years ago with the price of a TLX today.  A loaded Audi A3 might suit you better, but it will costs c. $5000 or so more than a comparable TLX."
1957,June 2015,flightnurse,"VQ egine from Nissan has won many awards but the biggest issue is, horrible MPG, Harshness in the upper range and not very refine towards redline.  Now according to you the VQ is a better engine then the inline 6 from BMW, but motor journalist from around the world would say you are wrong.."
1958,June 2015,nyccarguy,Glad you are happy with your Q50.  I see quite a few of them on the road and like them.
1959,June 2015,cdnpinhead,"Roadburner, who has been on these boards for, lo, these many years, did a similar thing.  He seems to enjoy his Mazda quite a lot, even though he's owned (and still does) several BMWs.  Perhaps he will chime in."
1960,June 2015,billyperks4,
1961,June 2015,thebean,Really?  I didn't interpret it that way at all.  I read it as everyone is different and you should drive what floats their boat and not have to feel bad about it.  Maybe I'm wrong.
1962,June 2015,roadburner,"Roadburner, who has been on these boards for, lo, these many years, did a similar thing.  He seems to enjoy his Mazda quite a lot, even though he's owned (and still does) several BMWs.  Perhaps he will chime in."
1963,June 2015,breld,"Well, I don't know how much you want me to go into it."
1964,June 2015,breld,I buy whatever makes me smile. The badge or model number is never a factor. I don't judge the goodness of a car by the number of envious glances it generates or how well it telegraphs my disposable income to other motorists.
1965,June 2015,tlong,"Andres, thanks for the suggestion. I don't think I'm inclined to spend that much for the S4 although I'm sure I would enjoy it. Also isn't the A4 due for a redesign in a year or so? I'm curious to see what changes. Unfortunately I'm sure it will go up in price some more."
1966,June 2015,tlong,"Breld, thanks for the suggestion and I would be interested in your thoughts. Feel free to PM me if you don't want to post a lengthy story."
1967,June 2015,tlong,"I sort of liked the ILX. It was nice and all but actually the car I really used to like was the original TSX, before they bloated it up. I had those as loaners a few times and liked the interior, size, and agility. The ILX is nice but the styling inside and out isn't motivating me. I'm sure they are good reliable cars which would be the plus, but I'm thinking not very sporty. Honda/Acura seems to have lost that sportiness that they had in the 80s and 90s."
1968,June 2015,tlong,"Roadburner, who has been on these boards for, lo, these many years, did a similar thing.  He seems to enjoy his Mazda quite a lot, even though he's owned (and still does) several BMWs.  Perhaps he will chime in."
1969,June 2015,roadburner,"I was initially looking at a GTI back in 2007, but the local VW dealers all proved to be hopelessly inept. I checked out everything from a Mustang Bullitt to an X5 4.8is to an E39 M5. I finally decided to go with a FWD car since we were seeing so many Civic Sis, GTIs, Minis, etc.at our HPDEs- I figured I should have some actual seat time in that drivetrain configuration if I was going to instruct those drivers. The Mazdaspeed 3had received extremely good reviews from Automobile, AW, CD and R&T"
1970,June 2015,markcincinnati,"The V6 SH AWD ""version"" is, if you axe me, not a version at all, it is an entirely different car. Whatever additional tuning is performed on the SH AWD ""version"" gives it transformed handling (reminds me of an S4) -- and it is not (or perhaps I should say it can't possibly be just because of) the torque vectoring rear differential."
1971,June 2015,graphicguy,"Mark...I concur with you.  SH AWD, even in the TLX, is a ""horse of a different color"".  While not the performance beast the S4 is, it's not far off the mark in many repsects."
1972,June 2015,markcincinnati,"One of the things about the Q50 that I noticed -- having come from an FX with the same motor -- is a certain, er, ""coarseness"" (the pros call it thrashing) that the other Japanese and Germans lack.  Now, having said that, the 3.7L motor in the Q50 seems to have been given a extra shot of sound deadening, but at full-cry the engine, which is still good, just shows its more unrefined side."
1973,June 2015,flightnurse,"For MY16 a similar options 340i is less then a MY15 335i. On the 340i LED headlights are now standard, BMW has shifted many items around, option packages have changed,"
1974,June 2015,graphicguy,"FN...looked for the 340 on TrueCar last night.  They don't have it listed yet.  I would imagine the lack of discounts on them is still going to put it above where I would want to budget a car/if I get a new car.  I mentioned before, I like these new turbo 4 motors. They are torquey and it's amazing to me how they've almost removed any turbo lag. But, some are a little coarse.  BMW falls into that category (as does the one in the CTS)."
1975,June 2015,flightnurse,And another car is coming to play in the 3 series field... Welcome the
1976,June 2015,flightnurse,"The BMW build for the 340 should go live very soon, since the factory that makes the 3 series closes down for 2 weeks starting tomorrow, so people can't order a new 335 any longer, so check back middle of next week, also I can put you in contact with some sales people who will sell the car at invoice +$500, order your car, then pick it up at the PDC (Performance Delivery Center in South Carolina, and have a day learning how to drive fast, then take delivery of your new BMW and drive it home."
1977,June 2015,flightnurse,"If you bought the S4 to hold it's value you made a big mistake. I have 30K on my 320i and it's not even 2 yrs old, if you are worrying about mileage on your car, then next time purchase a Dodge Dart. Since your S4 has been in an accident, the value has has been depreciated already."
1978,June 2015,andres3,"Well,  I'd have to trust the wife with the pricey S4, and she doesn't have a long commute, but she still works 5 days per week so it would still be gaining miles.  She's a good driver but I wouldn't trust her 100% with the S4 until she completes a HPDE weekend (which so far I've been unsuccessful in getting her to try).  Even with me behind the wheel, someone managed to get into a wreck with the S4 by being just horrible."
1979,June 2015,andres3,According to the small claims judge the accident's diminished value was only worth $3K
1980,June 2015,flightnurse,"I think your priorities are askew, the accident will be the big issue not your miles when you go and sell it."
1981,June 2015,tlong,"I guess I always figured that unless somebody was leasing, I bought the car so I might as well enjoy it. I keep my cars a long time so I don't worry about limiting my miles, I intend to use the car to the maximum. Currently at 152K on my '05 Acura TL and will probably keep it another year or so. I would say drive the car and enjoy it (the S4) and don't worry about resale value unless that is something critical to you."
1982,June 2015,andres3,"I agree, I'm an Audi buyer and I wouldn't touch one that has been in a moderate to major accident with a ten foot pole.  Not without a big steep discount.  Luckily I can just keep mine long term as it turns out it has been extremely reliable not only before the accident, but after (less one coolant hose debacle).  The problem is (and the big difference is) you have some control over your miles (move your residence or buy an extra car), but you have no control over an accident that is in the history books, nor future accidents (not at fault) for that matter."
1983,June 2015,andres3,"Appreciate the input you and others here have given.  I guess life is too short to drive a 140 HP Civic EX Sedan 65+ miles a day over a 333 HP (underrated stock number) S4 Sedan.   Of course, I don't have much fun doing the typical route on the freeway being stuck behind mind numbing traffic.   However, as I've previously mentioned; I've found a very fun route home that doesn't cost much extra time but most definitely costs me extra fuel, brakes and tires.   I'll trade the fun for brakes, gas, and tires though; it's worth it."
1984,June 2015,graphicguy,"tlong....I know you mentioned you will keep your TL for another year, but have you started looking around yet? If so, what are you looking at?"
1985,June 2015,flightnurse,
1986,June 2015,flightnurse,"So after some time, we ordered Ricks new BMW, 2016 328xi GT, Imperial Blue w/ Oyster Interior. European Delivery date at The Welt Aug 28th. Spending 11 days in Europe with the car."
1987,June 2015,stickguy,"that sounds nice.  the car, and the trip!"
1988,June 2015,nyccarguy,Enjoy the car & the trip!  We want a full write up upon your return;)
1989,June 2015,graphicguy,FN...cool....wanna hear all about it when you return!
1990,June 2015,tlong,"Well, I'm underwhelmed by some of the cars out these days. While I could afford a quite expensive car it is not in my current desire to spend more than perhaps $35K or so. My preferences are mildly sporty but nicely appointed smaller cars. So I'm thinking either a fully loaded Mazda 3 which handles really well and can have a pretty nice interior; or perhaps a used C-class. I don't find the Bimmers nice enough inside for my tastes. I'm ok with the current A4 but frankly don't want to spend that much - I found my '98 A4 at least as appealing as the current model. And I really lament the scarcity of manual transmissions and that is probably one reason that I'm not overly motivated by a lot of the available choices. I might consider something like a VW GTI but I'm not inclined to deal with VW and their parts and service again. I find the current Jetta a bore-fest."
1991,June 2015,andres3,
1992,June 2015,nyccarguy,"It is funny that you say that.  I feel the same way:  ""underwhelmed"" by not just some, but a lot of cars out there these days.  Nothing jumps out at me in the looks or driving department that makes me start thinking about how long until I'm even or have equity on the loan of my Subaru.  I look at the price I paid for my Subaru, the features it has that I really like (AWD, Heated Seats) and also what my monthly payment is.  No my car isn't perfect, it could use more giddyup.  I look at different cars and say to myself, OK this is nice, but not worth $X thousand more than my Legacy and definitely not worth $X more per month."
1993,June 2015,Michaell,"I don't know about that ... didn't that iteration of the TL have 225 HP? The Mazda, in ""s"" trim, has 185 HP. And, the power to weight ratio might be pretty similar."
1994,June 2015,graphicguy,"tlong....good points.  Only for a different reason, I keep crossing off cars off my list that might be interesting, but could be potentially a hassle to own.  My CTS comes immediately to mind.  Good looking.  Has all the ""right stuff"".  But, just a nightmare to own."
1995,June 2015,tlong,"One thing I forgot to mention is that I also looked at the A3 - while I do like my cars a bit smaller (I find my TL borderline too big), the A3 was just too tight for me to like and seemed a bit too cheap inside."
1996,June 2015,sandman_6472,"Funny how we all have different tastes in vehicles. The wife really likes her A3 even better than her old Mazda3s which she really liked. As to being cheap inside, seems fine to us but it's the most expensive vehicle we've ever owned and our first German make...to be honest, if I had the funds, I would've gotten one instead of my Golf but feel like I got a 2/3 A3 right now. The smaller size of both vehicles was a major reason for purchasing what we did as we both like a small vehicle and we both got what we wanted here! Reliability wise, her A3 has been stellar unlike my Golf with 2 unplanned dealer visits in 5 months...can't blame the rims/tires issue on them really as I wanted the swap in the first place. Driving near the VW store this morning, saw the TDI wheels I originally wanted and still a bit pissed that they didn't listen to me but like what they substituted as I only see them on Jetta SEL models."
1997,June 2015,graphicguy,tlong....have you looked at the 4 cyl TLX?  Would that hit your budget?
1998,June 2015,flightnurse,How is it a nightmare to own?
1999,June 2015,cdnpinhead,Those of us who populate other boards will advise you to bring a notebook and lunch.
2000,June 2015,andres3,"Think all the Big 3 stereotypical owner experiences everyone always harps on the Big 3 about and many think is   history but for some it is still current events and news.  Breaking news.   Is it 2015 or 1995?  His CTS is outgunning my Neon right now for Lemon of the Century.  At least my Neon didn't become a complete lemon until after year 3 was over by 1 day.  Even worse when I hit 36,000 miles probably just before year 4.   That being said, it did need to be towed the first morning after it's first night in the garage at home.  For balance, Dodge never told me they couldn't fix it."
2001,June 2015,andres3,"How's the mileage with the TDI?  Strongly considering a Golf SportWagen TDI for the wife.  It is winning out over the Forester, even the Forester XT with leather."
2002,June 2015,robr2,I can see it now - in 40 years:
2003,June 2015,flightnurse,I must have missed something since I haven't seen GG post anything but glowing reviews of his CTS.
2004,June 2015,robr2,You can go over to buying and selling cars and go back about 500 comments to find the beginning of the story or send him a message directly to get his story.
2005,June 2015,tlong,"Perhaps when I mentioned cheap inside, I'm also subconsciously adding ""...for the price"". I could get a stripper A3 for the low $30's, or a max loaded Mazda 3 for the high $20's - and the 3 has more equipment by far at those respective prices, as well as (I think) a bit more space inside but still a small package. I might also consider a manual on the Mazda 3 if I could get one fully loaded - something not available any more on the Audis."
2006,June 2015,tlong,"I did sit in the TLX and ILX recently in the showroom. I was surprised to feel that the TLX is really not so different in size or style than my '05 TL - a full 10 years older! The shapes are familiar, the interior still looks familiar, with the expected tarting up of LEDs, different fascias, bumpers, etc. My TL is like 250hp v6 and why would I buy a 4 cyl TLX for the same price or more than I paid for my TL? Too similar for my tastes and although the TL has been a great car, I guess I need a change and the TLX isn't it. I also find the TL/TLX just a bit bigger than I like and I want something a bit smaller and more agile. My TL is nice but a bit too much of a barge for me - which is why even our Mazda 5 feels so nice even though much less power. I'm looking for that tight steering and agility with some luxury. Power per se isn't critically important but refinement is more important."
2007,June 2015,markcincinnati,"That small CUV is a Q3 which we had overnight as a loaner -- very very nice -- too bad it is underpowered.  It seems to have the VW 2.0T version, not the Audi 2.0T what with its 220HP and 258lb/ft.  My guess is the Q3 will get the Audi engine SOON.  Of course, then I'd probably complain that it needs the 8-spd, being the kind of guy who is never happy (well, not really, jus' a little bit)."
2008,June 2015,billyperks4,Don't get your hopes up- look at the new S7.
2009,June 2015,markcincinnati,"Yes, I know -- what a world, what a world.  The only one I ever saw that I thought looked good was Cadillac's ""elevator"" lift screen.  Since ""no one"" never drives their cars with the screens NOT popped up, why aren't they integrated into the dash (like Porsche or the way Audi and BMW used to be?)"
2010,June 2015,sweendogy,rental situation- unless it's a special trip I'm looking for a deal - why spend extra on a car you don't own....:go mark- if I had a choice or renting a charger or a mustang / Camaro v6 models I would never go charger - thing looks cool but it's a boat in standard form.
2011,June 2015,nyccarguy,Deep Cover
2012,June 2015,graphicguy,Mark...asking you this question given how much you love Audi.  Am I reading correctly that the new A4s are dropping HP and torque to go to a less powerful 4 cyl motor?  That seems to fly in the face of everything the other ELLPS competitors are doing.
2013,June 2015,markcincinnati,"I have been told by my rep at The Audi Connection that HP & Torque of ALL the [US] Audi power-plants will increase.  We saw, already, the 2016 A6 3.0T adopt the S4 tuning (raised the A6 to 333 HP, just like my A4), and the S6/S7 cranked up the HP or Torque or both, too."
2014,June 2015,billyperks4,"""My dealer rep says, too, that ""it just won't do"" for the A6 and the S4 to share the same power rating -- if only for marketing reasons (which is not the case), so the S4 (upcoming) will have more HP and Torque. Of course another reason for the bump in power for the S4 is to make sure that as one aspires to the next Audi up the ladder -- say from S3, to S4, to S6/S7 to S8, etc. -- that the S3 doesn't outgun the S4 (which either it does currently or can, according to the test reports in the big auto magazines). The S6 has to beat the S4, too, in terms of power and measured acceleration times. And so on and so forth. """
2015,June 2015,stickguy,Volvo has gone to all 4 cyl. based engines now.  Even in the new XC90.
2016,June 2015,andres3,Don't they still leave the option for a turbocharged V6?  I seemed to see a few a couple weeks ago (T6 Drivetrain; AWD).
2017,June 2015,stickguy,"Volvo is phasing out the 5 and 6 cyl. engines.  the S60 is in transition, but the new XC90 is all 4 cyl.  Though variations of turbo, supercharged (or both) and electric assist.  so you can get a lot of power out of the little motor!"
2018,June 2015,sweendogy,For some reason I thought Volvo ceased making cars altogether. Good to hear they are still around and I hope the new interior dash actually has less buttons and more style.
2019,June 2015,markcincinnati,"Two Audis, the S4 and the S8 significantly outperform their MFGR 0-62MPH times -- but the published specs seem to suggest the S3 is, in comparison, the king of the hill next to the S4.  This, my dealer says, will not continue as of the 2017's."
2020,June 2015,nyccarguy,"""I'm at 30K miles on my 2014 S4 -- and I must say, every time I get behind the wheel is better than the time before."""
2021,June 2015,roadburner,"My affection for the MS3 was described by an inverted bell curve from around 20k miles to 80k miles- since then I've liked it more and more(especially after I dialed in the suspension to my liking- FSDs, 50% more rear roll stiffness and a set of PSS tires worked wonders)."
2022,June 2015,sandman_6472,Wife's liking her new A3 and it has been flawless.  Got it's first oil change today and they cleaned it up nicely.  Very nice vehicle!
2023,June 2015,stickguy,"thanks to his Jetta, my son is firmly hooked on German cars (once you go German, you can't go back!).  Pretty much set that when his lease is up, it will be replaced by something else from the Fatterland.   Maybe a GTI or GLI, but he really has his heart set on an A3 of some sort."
2024,June 2015,roadburner,If I do go German again(unlikely) it will almost certainly be a Cayman.
2025,June 2015,stickguy,"I don't think I would end up with a German.  GTI probably isn't happening.  I don't see a BMW that would make any sense for us, and I won't buy an Audi."
2026,June 2015,billyperks4,I am hooked- I cannot/will not go back to Acura- the straight 6 in  the F10 is so sweet.
2027,June 2015,billyperks4,
2028,June 2015,markcincinnati,"I did like, very much, my TL SH-AWD, also liked my wife's Infiniti FX -- the engine in the FX did seem a bit more coarse than something that had an MSRP of $50K ought to have had, however.  Both of us wanted to love our Japanese vehicles.  There was really nothing wrong with either one of them, but they could not hold us since they lacked that"
2029,June 2015,andres3,"My current work commute is over double what it was when I first purchased my S4.  I now have 25,000 miles already!  While you only live once, this kind of mileage is racking up serious depreciation that my frugal side wasn't anticipating.  I think I might have the wife get a new car so I can use her '07 Civic EX sedan as my high mileage beater.   It also gets great gas mileage.   With the saved fuel, maybe I'll spring for the REVO Stage 1+ pulley upgrade kit that takes the S4 to RS4 levels..... and perhaps beyond...."
2030,June 2015,dino001,"You never bought a single thing you knew was inferior to something more expensive, but were to cheap to shell out the money?  A washing machine?  Toaster?  T-shirt?  Shoes?  Couch?  Jacket?  Furniture?  There you go. That's that guy in you.  However, if you truly always buy what you think is best, then you're not from this planet, Mark."
2031,June 2015,cdnpinhead,Ooooh -- burned.
